UNSPSC,Title
41114621,Tension testers
41114622,Torsion testers
41114623,Flexure or transverse testing machines
41114624,Vibration testers
41114625,Wear testers
41114626,Welding testing apparatus
41114700,Paper and wood and textile testing instruments
41114701,Cardboard testing instruments
41114702,Textiles fastness testers
41114703,Leather testing instruments
41114704,Paper testing instruments
41114705,Textile testing instruments
41114706,Wood testing instruments
41114800,Ceramics and glass testing instruments
41114801,Ceramics testing instruments
41114802,Glass testing instruments
41114803,Pottery testing instruments
41115100,Coal and ore testing instruments
41115101,Coal testing instruments
41115200,Radar and sonar systems and components
41115201,Radarbased surveillance systems
41115202,Feed horns
42000000,Medical Equipment and Accessories and Supplies
42100000,Hospital and medical and dental equipment
42101500,Anesthesia equipment and instruments and accessories
42101502,Healthcare gas machines
42101503,Anesthesia machines
42101600,Medical equipment and instruments
42101601,Medical thermometers
42101602,Speculums
42101603,Otoscopes
42101604,Audiometers or tympanometers
42101605,Stethoscopes
42101606,Ergonometers
42101607,Electro therapy apparatus
42101608,Photo therapy apparatus
42101609,Hydrotherapy supplies or accessories
42101610,Acupuncture units
42101611,Stethographs
42101612,Medical pumps
42101613,Medical valves
42101700,Medical testing and analyzing and diagnostic equipment
42101701,Skin test strips
42101702,Blood analyzers
42101703,Blood cell counters
42101704,Haemoglobinometers
42101705,Bilirubin meters
42101706,Haemacytometers
42101707,Colony counters
42101708,Ferritin test kits
42101709,Enzyme linked immunosorbent assay (ELISA) test kit
42101710,Human immune deficiency (HIV) test kits
42101711,Syfacard syphilis tests
42101712,Pregnancy test kits
42101713,Radio immunoassay (RIA) test kits
42101714,Polio case investigation kit
42101715,Urine blood test strips
42101716,Cell size analyzers
42101717,Whole body counters
42101718,Biomedical counters
42101719,Medical multiprobe system counters
42101720,Allergy or diagnostic kits
42101721,Urinary test set
42101722,Differential cell counters
42101723,Plasma viscosity measurement
42101724,Platelet analysis
42101725,Blood glucose meters
42101726,Hemoculture tests
42101727,Bodyfat analysers
42101800,X ray and alpha and beta and gamma radiation apparatus
42101801,Diagnostic x ray equipment
42101802,Radiotherapy simulator
42101803,Calibration equipment
42101804,Biomedical research support units
42101805,Computed tomography (CT) scanners
42101806,Water phantoms
42101807,Radiobiological instruments
42101808,Gamma scintillators
42101809,Gamma cameras
42101810,Linear accelerators
42101811,Radiotherapy brachytherapy equipment
42101812,Radiotherapy teletherapy cobalt 60 machine
42101813,Radiotherapy teletherapy superficial x ray machine
42101814,Radiotherapy teletherapy orthovoltage x ray machine
42101815,Radiotherapy teletherapy linear accelerators
42101816,Radioisotope scanners for medical purposes
42101817,Dental x ray units
42101900,Oxygen therapy equipment
42101901,Inhalation equipment
42101902,Medical humidifiers
42101903,Resuscitators or respirators
42101904,Aspirators
42101905,Insufflators
42101906,Resuscitation emergency outfits
42101907,Nebulizers
42101908,Aerosol therapy apparatus
42101909,Medical ventilation systems
42101910,Masks or breathing bags
42101911,Heart lung apparatus
42101912,Breathing device with hygienic barrier
42101913,Oxygen masks
42101914,Mobile suction unit
42101915,Hyperbaric treatment chamber
42101916,Oxygenators
42101917,Air oxygen units
42102000,Medical and surgical and laboratory sterilizers
42102001,Autoclaves
42102002,Steam sterilizers
42102003,Boiling disinfectors
42102004,Hot air sterilizers
42102005,Chemical sterilizers
42102006,Laboratory sterilizers
42102007,Sterilization ovens
42102008,Germicidal lamps
42102009,Sterilizing lamps
42102010,Decontamination washing equipment
42102100,Surgical sets and instruments
42102101,Cryo surgery equipment
42102102,Autopsy instruments
42102103,Suction units or parts
42102104,Surgical lasers
42102105,Electro cautery surgical equipment
42102106,Ear or nose or throat (ENT) surgery instruments
42102107,Gynecological surgery instruments
42102108,Cardiology surgery instruments
42102109,Micro surgery instruments
42102110,Orthopedic surgery instruments
42102111,Suture clips
42102112,Dissecting instruments
42102113,Dissecting pins
42102114,Implant systems
42102115,Blood lancets
42102116,Scalpels
42102117,Surgical blades
42102118,Cranioclasts
42102119,Surgical scissors
42102120,Surgical shears
42102121,Surgical drills
42102122,Surgical wire saws
42102123,Surgical perforators
42102124,Curettes
42102125,Surgical clamps
42102126,Surgical instrument holders
42102127,Surgical elevators
42102128,Raspatory instruments
42102129,Forceps
42102130,Surgical retractors
42102131,Surgical spreaders
42102132,Uterine sound instruments
42102133,Dilators
42102134,Surgical dishes or pots
42102135,Surgical probes
42102136,Surgical mallets
42102137,Decapitation hooks
42102138,Sutures
42102140,Laryngoscopes
42102200,Rehabilitation equipment and accessories
42102201,Splints
42102202,Psychological aptitude testing apparatus
42102203,Massage apparatus
42102204,Traction pulleys or belts or weights
42102205,Physical therapy rehabilitation equipment or accessories
42102206,Overbed frames
42102207,Rehabilitation stimulators
42102208,Patient lifters
42102209,Short wave diathermy equipment
42102210,Moist heat therapy equipment
42102211,Heat or cold packs
42102212,Physiological equipment
42102213,Stimulators
42102214,Rehabilitation supplies for the blind
42102215,Electromyograph
42102216,Rehabilitation supplies for speech handicapped
42102217,Electro sleep apparatus
42102218,Visual exercise training aids
42102219,Orthopedic cushions
42102300,Ophthalmology instruments and appliances
42102301,Opthalmological punches
42102302,Photocoagulators
42102303,Slit lamps
42102304,Perimeters
42102305,Tonometers
42102306,Retinometers
42102307,Eyewashers
42102308,Ophthalmometers
42102309,Ophthalmoscopes
42102310,Emergency eye care equipment
42102311,Keratometers
42102312,Vision testers
42102313,Synotoscopes
42102314,Ophthalmic operation instruments
42102400,Gynecological and obstetrical instruments
42102401,Intra uterine device (IUD) insertion kits
42102402,Tubal ligation kits
42102403,Vasectomy kits
42102404,Laparoscopic equipment
42102405,Silastic bands
42102406,Menstruation regulation kits
42102407,Spermokinesemeter
42102408,Uterine or gynecological tests
42102409,Obstetrical retractors
42102410,Umbilical tapes
42102411,Breast pumps or accessories
42102412,Midwife equipment or kits
42102413,Hysteroscopic equipment
42102414,Vaginoscope
42102415,Urethroscope cysterscope
42102416,Umbilical cord clamps
42102417,Vacuum extractors
42102418,In vitro fertilization equipment or supplies
42102419,Endometrial biopsy equipment
42102420,Intrauterine insemination catheters
42102421,Pelvimeters
42102500,Fiber optic examination instruments
42102501,Light sources
42102502,Endoscopy equipment
42102503,Protoscopes
42102504,Culdoscopes
42102505,Gastroscopes
42102506,Esophagoscope
42102507,Sigmoidoscope
42102508,Bronchoscope
42102509,Colonoscope
42102510,Arthroscope
42102600,Electro diagnostic apparatus
42102601,Electrocardiographs (ECGs)
42102602,Cardioscopes
42102603,Stereotactic systems
42102604,Achillean reflexometer
42102605,Thesiometer
42102606,Pneumotachographs
42102607,Biovideographs
42102608,Physiological levers
42102609,Nerve chamber equipment
42102610,Ultrasonic diagnostic equipment
42102611,Ultrasound scanners
42102612,Doppler ultrasound equipment
42102613,Ultrasonic surgery equipment or ultrasonic aspiration
42102614,Ultrasound physiotherapy equipment
42102615,Cardio sonars
42102616,Short wave medical apparatus
42102617,Blood pressure measuring equipment
42102618,Electroencephalographs (EEGs)
42102619,Spirometers
42102620,Gynecological diagnostic equipment
42102621,Colposcopes
42102622,Amnioscopes
42102623,Fetal monitors
42102624,Delivery monitors
42102625,Neonatal monitors
42102626,Heart monitor systems
42102627,Intensive care monitors
42102628,Electromedical testing equipment
42102629,Defibrillator tester
42102630,Audiometer calibration tester
42102631,Electrode or electromedical tester
42102632,Ventilator test meters
42102633,ECG patient simulators
42102634,Electrosurgical analyzers
42102635,Electromedical safety analyzers
42102636,Electromedical test systems
42102637,Electronic pulse monitors
42102638,Vaginal ultrasound probe
42102700,Dialysis equipment and instruments
42102701,Blood bag sampler
42102702,Blood warmer
42102703,Dialysis instrument sets
42102704,Peritoneal dialysis units
42102705,Haemodialysis units
42102706,Blood filters
42102707,Blood separator stand
42102708,Plasmaphoresis equipment
42102709,Angiographic injectors
42102710,Hemafilters
42102711,Dialysis tubing or membranes
42102712,Blood oxygen demand apparatus
42102713,Clot coagulation detection systems
42102714,Medical drains or drainage kits
42102715,Kymographs
42102716,Blood sampling equipment
42102800,Dental instruments and appliances
42102801,Dental mixing slabs
42102802,Bands for dental matrix
42102803,Dental retainers
42102804,Dental handpieces
42102805,Dental cryosurgical instrumentation
42102806,Dental formers
42102807,Periodontium control instruments or periotest
42102808,Dental trays
42102809,Dental probes
42102810,Dental scales
42102811,Dental spatulas
42102812,Dental elevators
42102813,Dental excavators
42102814,Dental finger protectors
42102815,Dental tweezers
42102816,Dental scissors
42102817,Dental forceps
42102818,Dental mirrors
42102819,Orthodontic appliances
42102820,Dental impression trays
42102821,Dental syringes or needles
42102900,Cardiology equipment and supplies
42102901,Heart valves
42102902,Heart catheters
42102903,Defribilators
42102904,Aortic balloon equipment
42102905,Pacemakers
42103000,Medical consumables
42103001,Blood or intravenous (IV) bottles or bags
42103002,Tongue depressors
42103003,Suture needles
42103004,Biopsy needles
42103005,Biopsy capsules or punches
42103006,Dissecting needles
42103007,Acupuncture needles
42103008,Medical disposal containers
42103009,Haematocrit tubes
42103010,Swabs
42103011,Blood transfusion needles or cannulae
42103012,Transfer swabs or applicators
42103013,Urine bags
42103014,Specimen containers
42103015,Plaster of paris
42103016,Sterile strips
42103017,Gauze cloth
42103018,Cotton wool
42103019,Sterile surgical compresses
42103020,Bandages
42103021,First aid kits or kit refills
42103022,Hypodermic syringes
42103023,Cotton swabs on sticks
42103024,Infusion sets
42103025,Nasogastric tubes
42103026,Destruction clips
42103027,Dressings
42103028,Implantable drug delivery systems
42103029,Automatic mass vaccinators
42103030,Pipetting syringes
42103031,Scalp vein needles or stopcocks
42103032,Hypodermic needles
42103033,Medical jet injectors
42103034,Lancets
42103035,Catheter for infusion
42103036,Intavenous (IV) equipment tubes
42103037,Eyewash solutions
42103038,Examination gloves
42103039,Pathogen cleanup kits
42110000,Assistive and corrective devices for people with disabilities
42111500,Prostheses and parts thereof
42111501,Ankle or foot orthoses
42111502,Cervical orthoses
42111503,Cervico thoratic orthoses
42111504,Cervico thoratic lumbo sacral orthoses
42111505,Elbow orthoses
42111506,Elbow wrist orthoses
42111507,Finger orthoses
42111508,Foot orthoses
42111509,Hand orthoses
42111510,Hip orthoses
42111511,Hip knee ankle foot orthoses
42111512,Hip or knee or ankle orthoses joints
42111513,Shoulder or elbow or wrist orthoses joints
42111514,Knee orthoses
42111515,Knee ankle foot orthoses
42111516,Lumbo or sacral orthoses
42111517,Sacro iliac orthoses
42111518,Shoulder or elbow or wrist or hand orthoses
42111519,Thoraco or lumbo or sacral orthoses
42111520,Wrist orthoses
42111521,Wrist or hand orthoses
42111522,Wrist or hand or finger orthoses
42111523,Ankle disarticulation prostheses
42111524,Aural prostheses
42111525,Cosmetic or skin covering prostheses
42111526,Elbow disarticulation prostheses
42111527,Hip disarticulation prostheses
42111528,Hook or functional tool prostheses
42111529,Knee or hip joint prostheses or torque reducers
42111530,Wrist or elbow joint prostheses
42111531,Knee disarticulation prostheses
42111532,Mammary prostheses
42111533,Nasal prostheses
42111534,Ocular prostheses
42111535,Back filler prostheses
42111536,Palate prostheses
42111537,Partial foot including toe prostheses
42111538,Partial hand including finger prostheses
42111539,Shoulder disarticulation prostheses
42111540,Socket or alignment unit prostheses
42111541,Temporary prostheses for early mobilization of lower limb amputees
42111542,Transfemoral prostheses
42111543,Transhumeral prostheses
42111544,Transradial prostheses
42111545,Transtibial including ankle or foot device prostheses
42111546,Wrist disarticulation prostheses
42111547,Prosthetic hands
42111600,Communication and educational material for people with disabilities
42111601,Braille writing paper or plastic
42111602,Switchboards for people with disabilities
42111603,Character reading machines for people with disabilities
42111604,Synthetic speech devices for people with disabilities
42111605,Tactile displays for people with disabilities
42111606,Letter or symbol boards for people with disabilities
42111607,Dialogue units for people with disabilities
42111608,Voice generators for people with disabilities
42111609,Voice amplifiers for people with disabilities
42111610,Hearing aids
42111611,Writing frames for people with disabilities
42111612,Rain indicators for people with disabilities
42111613,Light indicators for people with disabilities
42111614,Sound indicators for people with disabilities
42111615,Speech training aids for people with disabilities
42111616,Language training aids for people with disabilities
42111617,Braille equipment
42111618,Book or manuscript holders for people with disabilities
42111619,Page turners for people with disabilities
42111620,Signature guides or stamps for people with disabilities
42111621,Ergonomically designed stationery aids for people with disabilities
42111700,Furniture and accessories for people with disabilities
42111701,Pressure sore prevention furniture
42111702,Pressure sore prevention mattresses or coverings
42111703,Backpads or backrests or similar adaptations for people with disabilities
42111704,Arm rests for people with disabilities
42111705,Bed extensions for people with disabilities
42111706,Bed lifts for people with disabilities
42111707,Bed shortening aids for people with disabilities
42111708,Ergonomicall designed beds for people with disabilities
42111709,Blanket supports for people with disabilities
42111710,Mechanized chairs to assist with sitting or standing for people with disabilities
42111711,Coxit or arthrodesis chairs for people with disabilities
42111712,Leg extenders for people with disabilities
42111713,Leg supports for people with disabilities
42111714,Modular or special sitting furniture systems for people with disabilities
42111715,Height adjustable plinths or brackets for people with disabilities
42111716,Ergonomically designed tables for people with disabilities
42111800,Personal care devices for people with disabilities
42111801,Aids to assist in dressing ones self for people with disabilities
42111802,Aids for washing ones self for people with disabilities
42111803,Aids for drying ones self for people with disabilities
42111804,Bathing stretchers or shower tables for people with disabilities
42111805,Diaper changing tables for people with disabilities
42111806,Bedpans or commode chairs for people with disabilities
42111807,Buttoning or fastening devices for people with disabilities
42111808,Extended handle combs or brushes for people with disabilities
42111809,Toilet attached douches or air dryers for people with disabilities
42111810,Toilet seats for people with disabilities
42111811,Hand grip toothbrushes for people with disabilities
42111812,Body worn urine absorbing aids for people with disabilities
42111813,Urine collection systems for people with disabilities
42111814,Incontinence alarms for people with disabilities
42111815,Ostomy bags or accessories for people with disabilities
42111900,Protection and mobility devices for people with disabilities
42111901,Crutches
42111902,Tripods or quadropods
42111903,Walking sticks accessories or parts thereof
42111904,Rollators
42111905,Walkers
42111906,Wheelchairs
42111907,Wheelchair accessories
42111908,Support rails for people with disabilities
42111909,Rope ladders or lifting belts or harnesses for people with disabilities
42111910,Lifting or turning cushions carpets or sheets for people with disabilities
42111911,Hoists or trolleys for people with disabities
42111912,Wheelchair ramps
42111913,Wheelchair lifting platforms
42111914,Navigation or orientation aids for people with disabilities
42111915,Chair lifts or chair transporters for people with disabilities
42111916,Warning or alarm devices for people with disabilities
42111917,Airway protection aids for people with disabilities
42111918,Ear or hearing protection aids for people with disabilities
42111919,Face or eye protection aids for people with disabilities
42111920,Hand or arm or elbow protection aids for people with disabilities
42111921,Head protection aids for people with disabilities
42111922,Lower extremity protection aids for people with disabilities
42111923,Bathtub length or width reduction aids for people with disabilities
42111924,Trunk or whole body protection aids for people with disabilities
42111925,Body support units for hoists for people with disabilities
42111926,Door warners for people with disabilities
42111927,Floatation or swmming aids for people with disabilities
42111928,Relief maps for people with disabilities
42111929,Non cosmetic skin cleaning or protective products for people with disabilities
42111930,Stationary hoists for people with disabilities
42111931,Stoma shields or protectors
42111932,Tactile sticks for people with disabilities
42111933,Toilet arm or backrests for people with disabilities
42112000,Recreational and training aids for people with disabilities
42112001,Camping equipment for people with disabilities
42112002,Tilting tables for balance training for people with disabilities
42112003,Biofeedback devices for movement strength or balance for people with disabilities
42112004,Sports exercise aids for people with disabilities
42112005,Fishing or hunting aids for people with disabilities
42112006,Playing or training balls for people with disabilities
42112007,Chess for people with disabilities
42112008,Playing cards or holders for people with disabilities
42112009,Gardening tools or aids for people with disabilities
42112010,Handicraft tools materials or equipment for people with disabilities
42112011,Photographic equipment or aids for people with disabilities
42112012,Caravanning equipment for people with disabilities
42112013,Vibrating chairs for training deaf people
42112100,Specialized aids for housekeeping and handling goods and measuring for people with disabilities
42112101,Weighing or measuring aids or people with disabilities
42112102,Cutting or chopping or dividing aids or people with disabilities
42112103,Cleaning or peeling aids for people with disabilities
42112104,Baking or cooking or frying aids for people with disabilities
42112105,Food or drink service aids for people with disabilities
42112106,Food stoppers or funnels for people with disabilities
42112107,Tableware for people with disabilities
42112108,Pusher edges or plate buffers for people with disabilities
42112109,Feeding apparatus for people with disabilities
42112110,Feeding probes for people with disabilities
42112111,Shoe cleaning apparatus for people with disabilities
42112112,Sewing or knitting or crocheting or darning aids for people with disabilities
42112113,Bottle or can or container openers for people with disabilities
42112114,Tube squeezing keys for people with disabilities
42112115,Grasping aids to assist or replace hand or finger function for people with disabilities
42112116,Grip adapters or attachments for people with disabilities
42112117,Body worn holders to assist hand or finger function for people with disabilities
42112118,Stands to assist hand or finger function for people with disabilities
42112119,Operating sticks such as head or chin or mouth sticks for people with disabilities
42112120,Extenders without grip function for people with disabilities
42112121,Fixed positioning systems for people with disabilities
42112122,Balances or equipment for hoisting or balancing objects for people with disabilities
42112123,Manipulators for people with disabilities
42112124,Robots to assist people with disabilities
42112125,Indicators such as signal lights or buzzers for people with disabilities
42112126,Pointing lamps for people with disabilities
42112127,Measuring aids or tools for people with disabilities
42112128,Object positioning lifting or tilting systems for people with disabilities
42112129,Manual extended reach gripping tongs for people with disabilities
42120000,Veterinary equipment and supplies
42121500,Veterinary equipment
42121501,Veterinary blood pressure testers
42121502,Veterinary kymograph tester
42121503,Veterinary pyrogenic tester
42121504,Veterinary stereotoxic equipment
42121505,Veterinary electrocardiograph (ECG)
42121600,Veterinary products
42121601,Gastrointestinal veterinary products
42121602,Blood or blood forming veterinary products
42121603,Respiratory system veterinary products
42121604,Musculo skeletal or nervous system veterinary products
42121605,Cardiovascular system veterinary products
42121606,Dermatologicals or antiprotozoa veterinary products
42121607,Genito urinary system sex or hormone veterinary products
43000000,Communications and Computer Equipment and Peripherals and Components and Supplies
43160000,Software
43161500,Database systems
43161501,Database software
43161600,Operating systems
43161601,Mainframe operating system software
43161602,Personal computer (PC) operating system software
43161700,Business transaction and personal business software
43161701,Investment management software
43161702,Tax preparation software
43161703,Facilities management software
43161704,Software suites
43161705,Inventory management software
43161706,Financial analysis software
43161707,Accounting software
43161708,Time accounting or human resources software
43161709,Analytical or scientific software
43161710,Mathematical or forecasting software
43161711,Auction software
43161800,Document creation software
43161801,Document management software
43161802,Electronic publishing software
43161803,Optical character reader (OCR) software
43161804,Voice recognition software
43161805,Desktop publishing software
43161806,Presentation software
43161807,Word processing software
43161808,Scanner software
43161900,Drawing and imaging software
43161901,Computer aided design (CAD) software
43161902,Graphics software
43161904,Computer aided manufacturing (CAM) software
43161905,Charting software
43161906,Form making software
43161907,Mapping software
43162000,Scheduling and productivity software
43162001,Project management software
43162002,Scheduling software
43162003,Contact management software
43162100,Spreadsheets and enhancement software
43162101,Spreadsheet software
43162200,Multimedia software
43162201,Music or sound editing software
43162300,Print shop software
43162301,Address book making software
43162302,Label making software
43162400,Programming languages and tools
43162401,Compiling softwares
43162402,Configuration management software
43162403,Development software
43162404,Graphical user interface (GUI) tools
43162405,Programming languages
43162406,Program testing software
43162500,Software utilities
43162501,Backup or recovery software
43162502,Bar coding software
43162503,File security or data security software
43162504,Foreign language translation software
43162505,Print utility software
43162506,Storage media loading software
43162507,Virus protection software
43162508,General utility software
43162509,Compression utilities
43162510,System management software
43162511,Storage management software
43162600,Networking software
43162601,Platform interconnectivity software
43162602,Optical jukebox server software
43162603,Operating system enhancement software
43162604,Network operating system software
43162605,Networking developers software
43162606,Network connectivity terminal emulation software
43162607,Mainframe transaction processing software
43162608,License management software
43162609,Gateway software
43162610,Compact disc (CD) server software
43162611,Administration software
43162612,Transaction server software
43162613,Switch or router software
43162614,Multiplexer software
43162615,Communications server software
43162616,Bridge software
43162700,Communication Software
43162701,Desktop communications software
43162703,Interactive voice response software
43162704,Modem software
43162705,Remote access software
43162706,Video conferencing software
43162707,Exchange software
43162800,Internet and intranet software
43162801,Internet browsing software
43162900,Miscellaneous software
43162901,Computer game software
43162902,Screen savers
43162903,Training software
43162904,Entertainment software
43162905,Family titles
43162906,Educational software
43163000,Industry specific software
43163001,Point of sale (POS) software
43163002,Flight control software
43163003,Aviation ground support software
43163004,Aviation test software
43163005,Industrial control software
43170000,Hardware and accessories
43171500,Telephony equipment
43171501,Exchange components (CODEC)
43171502,Exchange data interface cards
43171503,Exchange datacom modules
43171504,Phone exchange interfaces or components
43171505,Exchange trunk interface or card components
43171506,Premise branch exchange (PBX) systems
43171507,Telephone switching equipment
43171508,Switchboard equipment
43171509,Punch down blocks
43171510,Analog or digital telephones
43171511,Analog or digital cellular telephones
43171512,Mobile telephones
43171513,Cordless telephones
43171514,Pay telephones
43171515,Answering machines
43171516,Telephone headsets
43171517,Voice mail systems
43171518,Call management system
43171519,Cellular telephone accessories
43171520,Telephone rests
43171600,Antennas
43171605,Aircraft antennas
43171606,Automotive antennas
43171607,Broadcast antennas
43171608,Microwave antennas
43171609,Television antennas
43171610,Satellite antennas
43171611,Radio antennas
43171612,Radar antennas
43171613,Communications antennas
43171700,Telecommunications equipment
43171701,Wireless base stations
43171702,Telegraph equipment
43171703,Teletype equipment
43171704,Teleconferencing equipment
43171705,Satellite communication equipment
43171706,Pagers or beepers
43171707,Intercommunications or paging systems
43171708,Public address equipment
43171709,Electronic sound equipment
43171711,Line conditioners
43171712,Channel service unit or data service unit (CSU or DSU)
43171800,Computers
43171801,Notebook computers
43171802,Docking stations
43171803,Workstations or desktop computers
43171804,Personal digital assistants (PDAs) or pen based computers
43171805,Mainframe computers
43171806,Servers
43171807,Port replicators
43171808,Minicomputers
43171809,Point of sale (POS) terminals
43171810,Programmable logic controller (PLC)
43171900,Memory and central processing units (CPUs)
43171901,Cache memory modules
43171902,Central processing unit (CPU) processors
43171903,Cental processing unit (CPU) motherboards or daughterboards
43171904,Memory modules
43172000,Computer control and interface boards and cards
43172001,Parallel to small computer system interface converters
43172002,Parallel to serial converters
43172003,Serial infrared ports
43172004,Video accelerator cards
43172005,Graphic accelerator cards
43172006,Network interface cards
43172007,Audio cards
43172008,Emulation adapters
43172009,Serial port cards
43172010,Parallel port cards
43172011,Small computer system interface (SCSI) controller cards
43172012,Decoder
43172013,Programmable logic controller input module
43172014,Programmable logic controller counter module
43172015,Programmable logic controller communication module
43172016,Wireless network interface cards
43172100,Audio and visual accessories
43172101,Musical instrument digital interface (MIDI) interfaces or adapters
43172102,Signal processor upgrades
43172103,Video capture boards
43172104,Television cards
43172105,Radio cards
43172106,Multimedia kits
43172107,Computer speakers
43172200,Input devices
43172202,Graphics tablets or digitizers
43172203,Joysticks or game pads
43172204,Keyboards or keypads
43172205,Computer mouse
43172206,Remote user interfaces
43172207,Scanners
43172208,Touch pads
43172210,Trackballs
43172211,Voice microphones for computers
43172212,Punch card readers
43172213,Light pen
43172214,Stylus pen for mobile computers
43172215,Mouse pad
43172216,Programmable logic controller handheld programmer
43172300,Electronic data storage equipment
43172301,Read only compact disc (CD) drives
43172302,Compact disc (CD) jukeboxes or changers
43172303,Combination floppy drives
43172304,Disk arrays
43172305,Floppy drives
43172306,High capacity removable media drives
43172307,Multi drive hard drive towers
43172308,Recordable compact disc (CD) drives
43172309,Reel to reel tape drives
43172310,Single optical drives
43172311,Tape arrays
43172312,Tape drive auto loaders or libraries
43172313,Hard drives
43172400,Monitors and displays
43172401,Monitors
43172402,Flat panel displays
43172403,Touch screen monitors
43172404,Monitor accessories
43172500,Printers
43172501,Plotters
43172502,Band printers
43172503,Dot matrix printers
43172504,Label printers
43172505,Large format printers
43172506,Line matrix printers
43172507,Page printers
43172508,Thermal tape printers
43172509,Inkjet printers
43172510,Laser printers
43172600,Enclosures and frames and backplanes
43172601,Chassis
43172602,Network chassis
43172604,Expansion slot expander
43172605,Racks
43172606,Programmable logic controller rack or base
43172700,Network hardware and components and accessories
43172701,Hubs or concentrators
43172702,Routers
43172704,Network bridges
43172706,Media filters
43172707,Wide area network (WAN) cards
43172708,Multistation access units (MAUs)
43172709,Data service units (DSUs)
43172710,Network adapters
43172800,Modems and related hardware
43172801,Modems or network combo cards
43172802,Modems
43172803,Integrated services digital network (ISDN) adapters
43172804,Modem banks
43172805,Modem teleadaptors
43172900,Network switches
43172901,Local area network (LAN) switches
43172902,Asynchronous transfer mode (ATM) switches
43172903,Fiber distributed data interface (FDDI)  switches
43172904,Wide area network (WAN) switches
43173000,Network repeaters
43173001,Attached resource computer network (ARCnet) repeaters
43173002,Ethernet repeaters
43173003,Fiber distributed data interface (FDDI) repeaters
43173004,Token ring repeaters
43173100,Radio systems
43173101,Transmitters
43173102,Receivers
43173103,Transceivers
43173104,Tuners
43173105,Short wave equipment
43173200,Automated data collection equipment
43173201,Bar code equipment
43173202,Radio frequency identification (ID) equipment
43173203,Radio frequency data communication equipment
43173204,Camera based vision systems for automated data collection
43173205,Currency recognition equipment
43173206,Magnetic card readers
43173300,Computer switch boxes
43173301,Serial switch boxes
43173302,Keyboard video mouse (KVM) switch boxes
43173303,Manual printer switches
43173304,Automatic printer switches
43173400,Computer accessory covers
43173401,Key board skins
43180000,Communications and computer supplies
43181500,Audio recording media
43181501,Blank audio tapes
43181600,Data storage media
43181601,Floppy diskettes
43181602,Recordable compact discs (CDs)
43181603,Blank data tapes
43181604,High density removable media blank disks
43181700,Multimedia storage
43181701,Multimedia towers
43181702,Multimedia drawers
43181703,Compact disc (CD) cases
44000000,Office Equipment and Accessories and Supplies
44100000,Office machines and their supplies and accessories
44101500,Duplicating machines
44101501,Photocopiers
44101502,Facsimile machines
44101503,Multifunction machines
44101600,Paper processing machines
44101601,Paper cutting machines
44101602,Paper punching or binding machines
44101603,Paper shredding machines
44101700,Printer and photocopier and facsimile accessories
44101701,Color options or upgrades
44101702,Duplexer trays
44101703,Duplexer units
44101704,Facsimile handsets
44101705,Printer trays
44101800,Calculating machines
44101801,Calculators
44101802,Adding machines
44101803,Accounting machines
44101900,Check endorsing and writing machines
44101901,Check endorsing machines
44101902,Check writing machines
44102000,Laminating supplies
44102001,Lamination film
44102100,Mail machines
44102101,Franking or postage machines
44102102,Mail opening machines
44102103,Mail sealing machines
44102104,Stamp canceling machines
44102105,Addressing machines
44102106,Letter folders
44102200,Scanner accessories
44102201,Endorsers
44102300,Packing machines
44102301,Bundling machines
44102302,Parcel wrapping machines
44102303,Seal presses
44102304,Sealing machines
44102305,Strapping tensioners or sealers
44102306,Tying machines
44102400,Labeling machines
44102401,Tape label makers
44102402,Dating or numbering machines
44102403,Identification (ID) press machines
44102404,Label applying machines
44102405,Label making machines
44102406,Lettering equipment
44102407,Tape embosser
44102408,Automatic labeling systems
44102409,Semi automatic labeling systems
44102411,Label dispensers
44102500,Sorting machines
44102501,Money counting machines
44102502,Sorters
44102600,Typing machines and accessories
44102602,Typewriters
44102603,Printwheels
44102604,Stenotype machines
44102605,Dictation machines
44102800,Binding and lamination machines
44102801,Laminators
44102900,Office machine accessories
44102901,Travel kits for office machines
44102902,Storage accessories for office machines
44102903,Tape cleaners
44102904,Air compressed spray
44102905,Small paper bags of wet absorbing salts
44102906,Computer cleansing kit
44103000,Fusers and accessories
44103001,Fuser cleaning pads
44103002,Fuser oil
44103003,Fuser wiper
44103004,Fusers
44103100,Printer and facsimile and photocopier supplies
44103101,Printer or facsimile or photocopier belts
44103103,Toner
44103104,Transfer rolls
44103105,Ink cartridges
44103106,Ink sticks
44103107,Printer or facsimile or photocopier cleaning supplies
44103108,Developer for printers or photocopiers
44103109,Printer or facsimile or photocopier drums
44103200,Office time recording machines and accessories
44103201,Time card machines
44103202,Time stamping machines
44103203,Time card machine replacement ribbon
44103500,Binding machine suplies
44103501,Wire binding elements or combs
44103502,Binding covers
44110000,Office and desk accessories
44111500,Desk organizers and accessories
44111501,Message holders or dispensers
44111502,Desk drawer organizers
44111503,Desktop trays or organizers
44111600,Cash handling supplies
44111601,Currency bags or wallets
44111602,Counterfeit bill detector pens
44111603,Coin sorters
44111604,Coin wrappers or bill straps
44111605,Cash or ticket boxes
44111606,Cash box trays
44111607,Check files
44111800,Drafting supplies
44111801,Stencils or lettering aids
44111802,Drafting films
44111803,Compasses
44111804,Drafting papers
44111805,Curves
44111806,Protractors
44111807,Scales
44111808,T squares
44111809,Templates
44111810,Triangles
